No,Judul Berita,Isi Berita,isHoax
1321,ORANG TUA JOKOWI BERNAMA HERU PURNOMO DAN YET MEI HWA,"Akun TikTok bernama @denlelsamoedra mengunggah sebuah video yang menampilkan seorang pria paruh baya tengah berbicara dan menyebut jika Ayah dari Jokowi bernama Heru Purnomo dan Ibu kandungnya bernama Yet Mei Hwa. Sampai dengan artikel ini dibuat, video tersebut telah 11 kali dibagikan dan disukai sebanyak 109 kali oleh pengguna TikTok lainnya. Diketahui pula jika sosok laki-laki yang terdapat di dalam video tersebut bernama Bambang Tri Mulyono, Bambang sendiri diketahui merupakan penulis buku berjudul Jokowi Undercover. Bambang mengklaim mengenal sosok orang tua Jokowi, namun sosok Bambang sendiri sudah diadili karena diketahui menyebarkan informasi palsu terkait identitas Jokowi melalui bukunya tersebut. ",TRUE
1322,Pesan WhatsApp Kakanwil Kemenag Sulsel Muh. Tonang Menjanjikan Bantuan,"Alhamdulillah ini ada sedikit rezeki dari istri saya dan sekeluarga. Mudah-mudahan apa yang sudah kami berikan bisa menjadi berkah, berguna dan bermanfaat, aminaminyaroballallamin,",TRUE
1323,Akun Facebook Kapolres Minsel Feri Sitorus,-,TRUE
1324,"Timnas Uzbekistan Resmi di Blacklist FIFA, Ketahuan Menghirup Doping"," SKANDAL KECURANGAN TERBONGKAR!! Temukan KECURANGAN Hirup Doping, Uzbekistan Resmi Di Blacklist",TRUE
1325,USU Kepung Kantor Prabowo Imbas Kenaikan UKT Besar-Besaran,ISTANA MENCEK4MM!! GILIRAN USU KEPUNG KANTOR PRABOWO IMBAS BIAYA UKT NAIK BESAR BESARAN,TRUE
1326,"Gunung Merapi Kembali Meletus 11 Mei 2024, Jutaan Warga Pasrah","NA HARI INI~TAMAT!! JUTAAN WARGA PASRAH, GUNUNG MERAPI KEMBALI MELETUS SORE INI 11-MEI-2024",TRUE
1327,"Angin Tornado Memporak Porandakan Sulawesi, 23 Desa Hancur",BENCANA HARI INI~SULAWESI KEMBALI MENCEKAM..ANGIN BUAS TORNADO PORA PORANDA 23 DESA SAMPAI HANCUR,TRUE
1328,Jokowi Berikan Hadiah Mobil Mewah Untuk Rizky Febian dan Mahalini,Pak Jokowi Kasih Hadiah Mewah Untuk Rizky Febian Dan Mahalini Di Acara Resepsi Pernikahan,TRUE
1329,"Gelombang Tinggi 20 Meter Menerjang Sulawesi, Puluhan Nyawa Tewas","BENCANA HARI INI~ TAK KUNJUNG SELESAI, GELOMBANG TINGGI MENGOBRAK-ABRIK WILAYAH INI HINGGA BEGINI",TRUE
1330,Ronaldo Bela Indonesia Usai Tau Timnas Dicurangi Wasit di Semifinal, GEGERKAN DUNIA!! Ronaldo Sampai Bela Indonesia Begini Usai Tau Timnas Dicurangi Wasit Di Semifinal,TRUE
1331,Sri Mulyani Berhasil Bongkar Korupsi Besar-Besaran Jokowi di Istana,DHUAARR!! SRIMUL BERHASIL BONGKAR KORUPSI BESAR~BESARAN JKW DI ISTANA,TRUE
1332,"MPR Batalkan Pelantikan Gibran, Prabowo Harus Cari Cawapres Baru","DHUAARR‼️MPR BATALKAN PELANTIKAN GIBRAN, PRABOWO HARUS CARI CAWAPRES BARU",TRUE
1333,AHY Nekat Bongkar Semua Korupsi di Lingkaran Jokowi,RAPAT ISTANA RICUH!! AHY SENEKAT INI BONGKAR SMUA KASUS K0RUPSI DI LINGKARAN J0K0WI,TRUE
1334,Tangkapan layar artikel berjudul SUMANTO: Jangankan Makan Siang Gratis Yang Bikin Programnya Saja Bisa Saya Makan”,SUMANTO: Jangankan Makan Siang Gratis Yang Bikin Programnya Saja Bisa Saya Makan,TRUE
1335,PEREMPUAN ODGJ ASAL JEMBER DIJADIKAN PSK OLEH AYAH KANDUNGNYA ,"ODGJ di Jember Dijadikan PSK oleh Ayah, Tarif Rp 25 Ribu, Keliling Pakai Sepeda, Langganan Pemabuk ",TRUE
1336,PRABOWO AKAN PENJARAKAN ANGGOTA DPR YANG SENGAJA TOLAK PENGESAHAN RUU PERAMPASAN ASET ,"ITU YG DIHARAPKAN, DITUNGGU GEBRAKANNYA !  ANGGOTA DPR TOLAK RUU PERAMPASAN ASET BAKAL DI SELIDIKI KPK  PRABOWO SIAP PENJARAKAN SELURUH DPR JIKA TOLAK PENGESAHAN RUU PERAMPASAN ASET KORUPTOR! PARA ANGGOTA DPR MENJERIT Prabowo Siap Penjarakan Seluruh Anggota DPR Yang Korupsi Dan Sengaja Tolak RUU Perampasan Aset!",TRUE
1337,TOL SEMARANG-DEMAK DIJUAL RP 400 MILIAR KEPADA CINA ,"Habiskan Anggaran Rp 5,9 Triliun, Jalan Tol Semarang – Demak Miliki Multi Fungsi Tol Semarang-Demak Bakal Dijual Rp400 Miliar ke China Bangun Tol ngutang ke Cina 5.9T setelah selesai di jual Ke Cina 400 miliar ",TRUE
1338,"Palestina Resmi Bergabung ke PBB
",Sidang PBB telah menerima Palestina menjadi anggota. Alhamdulillah palestina merdeka jika Palestina telah merdeka. negeri yang paling aman hanya palestina ,TRUE
1339,"Gebyar Undian Brimo Festival
","*Khusus Nasabah Yang Sudah Terdaftar BRImo.* *GEBYAR UNDIAN BRImo FSTVL Hadir lagi, Ayo buruan daftar agar memenangkan Grend Prize Seperti : -5 Unit Mobiel Grand Prize -10 Unit Lemari Es – 10 Unit Honda scopy -12 Unit TV -10 Unit Yamaha Nmax -10 Paket Umroh Gratis – 100 Batangan Mas &Logam Mulia, *Masih banyak keuntungan lainnya… Info lebih lanjut tentang pendaftaran (GEBYAR UNDIAN BRImo FSTVL) silakan klik menu (Daftar) Yang kami sediankan.* *Dengan Syarat Dan Ketentuan Berlaku. Program Ini Berlaku Diawasi Oleh OJK. Kami Mengharap Masyarakat Agar Untuk Dapat Berpartisipasi Pada Program Bank BRI Hal Ini Wujud Penggalakan Gemar Menabung Dan Wujud Promosi Bank BRI.*",TRUE
1340,"Gebyar Undian Brimo Festival
","*Khusus Nasabah Yang Sudah Terdaftar BRImo.* *GEBYAR UNDIAN BRImo FSTVL Hadir lagi, Ayo buruan daftar agar memenangkan Grend Prize Seperti : -5 Unit Mobiel Grand Prize -10 Unit Lemari Es – 10 Unit Honda scopy -12 Unit TV -10 Unit Yamaha Nmax -10 Paket Umroh Gratis – 100 Batangan Mas &Logam Mulia, *Masih banyak keuntungan lainnya… Info lebih lanjut tentang pendaftaran (GEBYAR UNDIAN BRImo FSTVL) silakan klik menu (Daftar) Yang kami sediankan.* *Dengan Syarat Dan Ketentuan Berlaku. Program Ini Berlaku Diawasi Oleh OJK. Kami Mengharap Masyarakat Agar Untuk Dapat Berpartisipasi Pada Program Bank BRI Hal Ini Wujud Penggalakan Gemar Menabung Dan Wujud Promosi Bank BRI.*",TRUE
1341,CINA SITA NEGARA KARENA GAGAL MEMBAYAR UTANG,Bagaimana jadinya jika indonesia tidak bisa bayar hutang kepad cina?  Inilah negara yang disita cina akibat tidak bisa membayar hutang  Bagaimana dengan indonesia yang punya utang banyak kepada cina  Berapa utang cina ke negara indonesia tahun 2022 Cina adalah pemberi utang terbesar ke Indonesia menurut data BI cina memberikan utang sebesar 315 ttiliun kepada indonesia  Berikut negara yang disita cina akibat tidak bisa membayar hutang  Yang pertama adalah nrgara venezuela negara amerika latin ini telah lama menderita krisis ekonomi yang sangat serius dan sebagian besar masalah tersebut dipicu oleh utang kepada cina  Kedua adalah sri lanka negara kepulauan ini telah menghadapi kseulitan keuangan yang sangat signifikan akibat utang kepada cina  Ketiga adalah pakistan. Nah pakista adalah negara yang berada di dalam resiko kebangkrutan akibat hutang kepada negara cina  Selain ketiga negara tersrbut ada dua negara lagi yabg bangkrut akibat hutang kepada cina yaitu negara kenya dan maladewa ,TRUE
1342,Terowongan Penghubung Rafah ke Mesir,"50 Terowongan Rafah ke Mesir Digali. Semua orang di Israel mencurigai dan mengetahui hal itu selama ini. Bukti ini dapat dilihat oleh seluruh dunia. Hal ini menjelaskan mengapa Mesir bergabung dengan ICJ melawan Israel dan menentang operasi Rafah. Antara kejadian ini dan penemuan mayat sandera, menjadi jelas mengapa orang-orang pro-Hamas sangat menentang operasi Rafah. Semua pertanyaan, bagaimana Hamas terus mendapatkan senjata, di mana para sandera, di mana para teroris bersembunyi, semuanya terkubur di Rafah dan Hamas mengandalkan penggunaan pengungsi sebagai tameng manusia.  Kami semua mengetahuinya. Ayo selesaikan, tidak perlu menunggu lagi. Pertanyaan sebenarnya adalah apakah Mesir berkolaborasi, apakah mereka memiliki pengkhianat, atau apakah mereka telah kehilangan begitu banyak kendali atas negaranya sehingga niat terbaik mereka pun tidak dapat mencegahnya.  Semua kemungkinan mengerikan karena berbagai alasan. Kemungkinan besar mereka berkolaborasi.  Perjanjian damai tersebut hanyalah sebuah lelucon bagi Mesir untuk mendapatkan bantuan militer Amerika. Mesir tidak pernah menjadi sahabat Israel dan meskipun mereka membenci Palestina, mereka lebih membenci Yahudi. Sandera yang masih hidup berjumlah 33 orang dan pemimpin militer Hamas seperti Yahya Sinwar kemungkinan besar saat ini berada di Mesir atau bahkan mungkin sudah dipindahkan ke Turki saat ini. Putra Sinwar terlibat dalam perizinan lintas batas.",TRUE
1343,"ASET TIDAK DAPAT DIRAMPAS, HARUN MASIKU DILINDUNGI OLEH KETUA DPR RI KARENA MASIH KADER PDIP",PDIP Karena orang ini korupsi ribuan trilyun. uu perampasan aset tidak bisa dijalankan karena ketua dpr ri nya adalah satu partai faham ,TRUE
1344,Pegi Setiawan DPO Kasus Vina Merupakan Anak Dari Mantan Bupati Cirebon,#kasusvinadaneky Akhirnya mulai ada titik terang.,TRUE
1345,PEMBAYARAN BPJS BERDASARKAN GAJI ,"Ini konsep apaan ?  Pembayaran iuran pelayanan kesehatan BPJS kok bukan berdasarkan kualitas pelayanan yang diterima, tapi berdasarkan besaran gaji orang.  Kalau seperti ini bubarkan saja BPJS Kesehatan ",TRUE
1346,UKT Naik Karena Perintah Jokowi,"SIDANG DPR RICUHNADIEM BABAK BELUR DICECAR DPR, NGAKU UKT NAIK DISURUH J0K0WI",TRUE
1347,"Merapi Kembali Menjadi Jadi, Warga Berlarian Menangis","BENCANA HARI INI~ TERJADI KEMBALI MERAPI SEMAKIN MENJADI JADI,WARGA BERLARIAN MENANGIS",TRUE
1348,Gebyar Undian Berhadiah Oleh Bank Jatim ,"𝘗𝘙𝘖𝘎𝘙𝘈𝘔 2024  𝘣𝘢𝘨𝘪 𝘴𝘦𝘮𝘶𝘢 𝘯𝘢𝘴𝘢𝘣𝘢𝘩 BANK JATIM 𝘺𝘢𝘯𝘨 𝘴𝘶𝘥𝘢𝘩 𝘮𝘦𝘯𝘨𝘨𝘶𝘯𝘢𝘬𝘢𝘯  LAYANAN Mobile Banking/𝘚𝘮𝘴 𝘉𝘢𝘯𝘬𝘪𝘯𝘨   𝘎𝘦𝘣𝘺𝘢𝘳 𝘜𝘯𝘥𝘪𝘢𝘯 𝘉𝘦𝘳𝘩𝘢𝘥𝘪𝘢𝘩  𝘏𝘢𝘥𝘪𝘳 𝘬𝘦𝘮𝘣𝘢𝘭𝘪,  𝘈𝘺𝘰 𝘣𝘶𝘳𝘶𝘢𝘯 𝘥𝘢𝘧𝘵𝘢𝘳 𝘢𝘨𝘢𝘳 𝘮𝘦𝘮𝘦𝘯𝘢𝘯𝘨𝘬𝘢𝘯 𝘨𝘳𝘢𝘯𝘥 𝘱𝘳𝘪𝘻𝘦  𝘴𝘦𝘱𝘦𝘳𝘵𝘪 : 5 𝘶𝘯𝘪𝘵 𝘮𝘰𝘣𝘪𝘭 𝘈𝘭𝘱𝘩𝘢𝘳𝘥 5 𝘶𝘯𝘪𝘵 𝘮𝘰𝘣𝘪𝘭 𝘊𝘙-𝘝 𝘛𝘶𝘳𝘣𝘰 5 𝘶𝘯𝘪𝘵 𝘮𝘰𝘣𝘪𝘭 𝘏𝘙-𝘝 𝘊𝘝𝘛 5 𝘶𝘯𝘪𝘵 𝘮𝘰𝘣𝘪𝘭 𝘟𝘱𝘢𝘯𝘥𝘦𝘳 5 𝘶𝘯𝘪𝘵 𝘮𝘰𝘣𝘪𝘭 𝘍𝘰𝘳𝘵𝘶𝘯𝘦𝘳 8 𝘶𝘯𝘪𝘵 𝘔𝘰𝘵𝘰𝘳 𝘚𝘤𝘰𝘱𝘺 8 𝘶𝘯𝘪𝘵 𝘔𝘰𝘵𝘰𝘳 𝘟𝘮𝘢𝘹 20 𝘜𝘯𝘪𝘵 𝘛𝘝 𝘓𝘦𝘥 50 𝘪𝘯. 20 𝘶𝘯𝘪𝘵 𝘚𝘮𝘢𝘳𝘵𝘱𝘩𝘰𝘯𝘦 𝘱𝘳𝘰𝘮𝘢𝘹14 20 𝘦𝘮𝘢𝘴 𝘣𝘢𝘵𝘢𝘯𝘨𝘢𝘯 & 𝘓𝘰𝘨𝘢𝘮 𝘮𝘶𝘭𝘪𝘢 20 𝘗𝘢𝘬𝘦𝘵 𝘞𝘪𝘴𝘢𝘵𝘢 𝘴𝘪𝘯𝘨𝘨𝘢𝘱𝘰𝘳𝘦 50 𝘗𝘢𝘬𝘦𝘵 𝘜𝘮𝘳𝘰𝘩 𝘎𝘳𝘢𝘵𝘪𝘴 𝘔𝘢𝘴𝘪𝘩 𝘣𝘢𝘯𝘺𝘢𝘬 𝘬𝘦𝘶𝘯𝘵𝘶𝘯𝘨𝘢𝘯 𝘭𝘢𝘪𝘯𝘯𝘺𝘢... 𝘐𝘯𝘧𝘰 𝘭𝘦𝘣𝘪𝘩 𝘭𝘢𝘯𝘫𝘶𝘵 𝘵𝘦𝘯𝘵𝘢𝘯𝘨 𝘱𝘦𝘯𝘥𝘢𝘧𝘵𝘢𝘳",TRUE
1349,Walikota Medan Kehilangan Uang Miliaran Rupiah di Rumah Dinasnya,"Uang milyaran rupiah dari beberapa mata uang milik walikota medan diduga telah hilang di rumah dinas. Hilangnya uang tersebut saat walikota Medan sedang melaksanakan ibadah Umrah, bahkan para pekerja yang bekerja di rumah tersebut dipecat.",TRUE
1350,Akun Instagram Tiruan @jhon_lbfoficial yang Mengatasnamakan Jhon LBF,*Yang mau di bantuuu* *Bayar hutang* *Renovasi rumah* *Modal usaha* Silahkan hubungi WhatsApp👇 082280725876,TRUE
1351,Jateng Berduka Rumah-Rumah Hanyut Dihantam Ombak pada 20 Mei 2024,BENCANA HARI INI~DETIK² JATENG BERDUKA HARI INI..SEBUAH RUMAH² HANYUT DI HANTAM OMBAK PAGI INI,TRUE
1352,Tsunami NTT 30 Mei 2024,"BENCANA HARI INI~ngeri:bangbang:3 KOTA NTT HARI INI TSUNAMI, HANTAM WILAYAH PESISIR GELOMBANG MENGAMUK DERES",TRUE
1353, Prabowo bagikan uang Rp 50 juta”,"Sebuah unggahan narasi di media sosial Facebook dengan nama akun Cece Col dengan narasi Prabowo bagikan uang Rp 50 juta. Setelah melakukan penelusura melalui akun resmi Prabowo di IG Prabowo, X @prabowo, Facebook Prabowo Subianto dan laman website yang berkaitan dengan Prabowo Subianto tidak ditemukan unggahan yang menyebutkan bahwa ia akan membagikan uang sebesar 50 juta. Sebagaimana temuan sebelumnya, di temuan kali ini jika kita cek deskripsi akun pengunggah video tersebut maka kita akan menemukan sebuah link Whatsapp yang tertera pada bio akun. Link yang mengarahkan ke Whatsapp tersebut dapat dicurigai sebagai modus untuk melakukan penipuan. Dengan demikian, klaim tentang Prabowo bagikan uang Rp 50 juta adalah salah dan msuk kategori konten tiruan.",TRUE
1354, Pemekaran 10 Provinsi Baru di Pulau Jawa”,10 Calon Provinsi Baru. Menurut kalian apa pengaruhnya kalau makin banyak daerah pemekaran?,TRUE
1355, Banjir Terjadi di Kawasan IKN Kalimantan Timur”, Terjadi banjir di area IKN Kalimantan Timur,TRUE
1356, Dokter Tirta Menjelaskan Metode Menurunkan Berat Badan Tanpa Diet dan Olahraga”, Dokter Tirta Menjelaskan Metode Menurunkan Berat Badan Tanpa Diet dan Olahraga,TRUE
1357,"WALIKOTA BOSTON, PEREMPUAN ASAL YOGYAKARTA ","*Walikota Boston USA, seorang perempuan asal Yogyakarta. 👍👍INI BARU HEIBAAAAT! Umur 37 th, org Indonesia boleh ikut bangga. ( coba bandingkan Wapres Gibran) . Wali kota  Boston Ibarat Langit Biru, sedangkan Gibran Itu Persis Air Comberan Uyang Kotor Dan Menjijikan.",TRUE
1358,RI SOL JU GUGAT CERAI KIM JONG UN DI PENGADILAN NEGERI PYONGYANG,ri sol ju ibu negara korea utara baru baru ini heboh di media sosial karena menggugat cerai kim jong un karena kekerasan dalam rumah tangga ri solju mendatangi pengadilan pyongyang dan media korea selatan kbs tv dan yonhap mengatakan kim jong un dan ri solju bercerai bagaimana nasib kim ju ae jika ayah ibunya bercerai dan bagaimana nasib warga korea utara jika keduanya berpisah ,TRUE
1359,PESAN SMS ATAS NAMA POS INDONESIA ,"Maaf, kami tidak dapat memproses pengiriman ke alamat Anda karena alamat yang Anda berikan kosong. Mohon isi alamat pengiriman Anda  https://posIndonesia[dot]xyz/id/",TRUE
1360,"DENGAN TOTAL DANA BANSOS RP500 TRILIUN, 19 JUTA PENERIMA BANSOS HARUSNYA BISA MENDAPAT RP26 JUTA/KK ",Uang Bansos 2024 Yg Dipakai 500T. Penerima Bansos 19jt Orang. Harusnya Dapat 26jt/KK. Kenyataannya Cmn Dapat Uang 600rb+Beras 10kg.... ,TRUE
1361,PERTALITE DIHAPUS ,Pertalite dihapus Sebagai gantinya Pertamax green  Harga Rp 13.800 per liter Ganti nama doank naik Rp 3.900 Perliter,TRUE
1362, Suara Prabowo bicara dengan antek asing melalui telepon,Rekaman suara pak Prabowo Yakin dengan pilihan kalian setelah denger rekaman ini,TRUE
1363,Video Biksu Beribadah di Masjid,"Bismillah. Bukan begini maksud toleransinya, kan semua umat beragama yg berbeda agamanya sudah punya tempat ibadah nya masing2. Campur aduk begini, jadi meresahkan, astaghfirullahal adzim. Ada yg tau ini kejadian kapan dan di mesjid mana?.",TRUE
1364,Oreo Mengandung Babi dan Kutu Babi,Kutu babi busuk Oreo.,TRUE
1365,RS Sri Ratu Medan Resmi Tutup Setelah Viral Tolak Pasien,"Cemana menurut klen we para netizen:scream::scream::scream::scream: RS SRI RATU MEDAN RESMI DI TUTUP SAMPAI SEMUA NYA SUDAH REDA SITUASI KEMBALI MENJADI SEMULA KITA MULAI DARI 0 LAGI UNTUK SEMUANYA, KAMI STAF KARYAWAN RS MINTA MAAF ATAS KEJADIAN WAKTU ITU KAMI JUGA SUDAH MEMECAT BIDAN MELVI",TRUE
1366,"Tiga Foto Penemuan Luar Biasa Tengkorak Raksasa, Tinggi Lebih dari 10 Kaki”","Penemuan Luar Biasa Tengkorak Raksasa, Tinggi Lebih dari 10 Kaki, Tidak Berada di Warisan arkeolog Sri Lanka. Rupanya ni cara cari harta karun :point_right:https://osini[dot]co/HartaKarun Kredit: Kisah Ulama Dan Sejarah Nusantara",TRUE
1367,Video Detik-detik Pesawat Singapore Airlines Mengalami Turbulensi”,"Detik-Detik Pesawat Singapore Airlines Mengalami Turbulensi Parah Terekam Kamera. Pesawat Singapore Airlines dengan nomor penerbangan SQ321 ini lepas landas dari Bandara Heathrow, London, Inggris pada Senin (20/5) malam sekitar pukul 22.39 waktu setempat.",TRUE
1368,Video Detik-detik Helikopter Membawa Presiden Iran Jatuh”,Detik-detik Helicopter Membawa Presiden Iran Ebrahim Raisi Jatuh Terekam Kamera,TRUE
1369,Seorang Perempuan Jadi Korban Pembegalan di Baubau,"Hati untk masarakat bau bau…sekrang ni, d jln menuju stadion Udah rawan …Uda banyak begal… udah ada yg jadi korbannya ya Allah😥 , menurut keterangan korban semalam kejadiannya sekitar pukul 23:30…bukan cm d simpang lima yg ad begal nya.. tp d setiap lorong atu tempt yg agak sepih n jalur yg agak gelap dstu ad begal…mereka memakai kostum hitam semua,sarung tangan hitam, memakai ninja hitam, cuma mata mereka yg klihatan…mereka banyak orang berkelompok bukn 1 atu 2 orang tp banyak orang..waspada n hati lah…",TRUE
1370,NIK KTP Jakarta akan Dinonaktifkan Permanen pada 1 Juni 2024,"Bapak Ibu warga Jakarta, mohon luangkan waktu sejenak untuk mengecek NIK KTP, sebelum di-nonaktifkan permanen per 1 Juni 2024 jika terdaftar dalam penataan dan penertiban.  Sekilas info penertiban NIK DKI Jakarta. 1. Masuk website dukcapil https://datawarga-dukcapil.jakarta.go.id/ 2. Masukkan NIK dan captha sesuai gambar 3. Lihat hasil yang muncul 4. Apabila muncul *tidak terdaftar dalam penataan dan penertiban* maka NIK tidak ada masalah, tidak perlu lakukan apapun 5. Jika muncul hasil *terdaftar dalam penataan dan penertiban* maka perlu diurus ke kelurahan karena akan dinonaktifkan permanen per 1 Juni 2024",TRUE
1371,Mandi di Tiga Waktu Tertentu Bisa Menyebabkan Serangan Jantung dan Kematian,"Mandi pada tiga waktu ini ternyata dapat berakibat kematian.  Hal ini ternyata dikarenakan dalam beberapa waktu 30 menit setelah ashar, setelah magrib, dan sesudah isya hingga jam 12 malam kondisi tubuh dan jantung dalam keadaan lemah.  Bila dipaksakan untuk mandi pada jam tersebut dapat menyebabkan reumatik, paru – paru basah, bahkan kematian.  Oleh sebab itu hindari mandi dalam kondisi yang kurang stabil, serta pada jam – jam tersebut untuk menghindari kematian mendadak.",TRUE
1372,Puluhan Nelayan Tergulung Gelombang Hebat di Sukabumi pada 29 Mei 2024,BENCANA HARI INI~SUKABUMI TELAN KORBAN JIWA..PULUHAN NELAYAN TERGULUNG GELOMBANG HEBAT 29-05-2024,TRUE
1373,Detik-Detik Suntik Mati Ibu Baby Jailyn yang Meninggalkan Anaknya 10 Hari Hingga Meninggal,"Detik-detik ibu baby jailyn di suntik mati, karna kasus yng meninggalkan baby jailyn selama 10 hari sampe tewas.",TRUE
1374,"Polisi Salah Tangkap Lagi, Egi Palsu Kembali Dilepaskan","Polisi salah tangkap lagi, untungnya belum di sentrum Egi Palsu Kembali Dilepaskan https://vt.tiktok.com/ZSY2nS2Jr/  / https://archive.md/uEI0q  (Arsip)",TRUE
1375,Ferdy Sambo Selamat dari Hukuman Mati dan Sedang Liburan di Luar Negeri,"_*TERIMAKASIH  KEPADA KAPOLRI, KAPOLDA JAKARTA, DAN SELURUH JAJARAN KEPOLISIAN, PARA PENGACARA, JAKSA DAN HAKIM YANG MENOLONG SAYA, AKHIRNYA SAYA  BEBAS, SELAMAT DARI HUKUMAN MATI, SEKARANG  SAYA & KELUARGA SUDAH DILUAR NEGRI MENIKMATI KEBEBASAN DAN  KEKAYAAN.*_ _*°(SAMBO& KELUARGA)°*_ SUMBER: https://www.facebook.com/share/v/FdQvY95z932Kbguf/?mibextid=oFDknk   / https://archive.md/LuR2w  (Arsip)",TRUE
1376,Tangkapan Layar Judul Berita Detik: Prabowo Subianto siap terjunkan 80 Kopasus untuk penjagaan Kejagung Dan keluarga,"Prabowo Subianto siap terjunkan 80 Kopasus untuk penjagaan Kejagung Dan keluarga, Indonesia sedang tidak baik SUMBER: https://vt.tiktok.com/ZSY22hPpC/  / https://archive.md/z1fm2  (arsip)",TRUE
1377,Video AI Lagu Baru Iwan Fals Tikus & Macan”,KEREN NIH LAGU BARUNYA IWAN FALS Tikus & Macan SUMBER: https://www.facebook.com/share/v/d96ABtufUeb5WsdG/?mibextid=oFDknk  / https://archive.md/d2xSq  (arsip),TRUE
1378,"Tangkapan Layar Berita Detik Jabar, Kemunculan hacker bjorka menanggapi kasus Vina_Cirebon”",Kemunculan hacker bjorka kembali buat publik heboh setelah menanggapi kasus Vina_Cirebon: Serahkan 3Pelaku Atau Di Usut Sampai ke Akarnya? SUMBER: https://vt.tiktok.com/ZSYNnmNNP/ / https://archive.md/lOi3j (arsip),TRUE
1379,Rhoma Irama Meninggal Dunia,"Innalilahi waina ilaihi rojiun Dunia dangdut kehilangan Selamat jalan Roma Dunia hiburan Indonesia Kembali berduka, Rhoma Irama telah tertembak didepan rumahnya sendiri. Kawanan perampok yang berhasil masuk rumah kemudian kepergok langsung melepaskan 3 kali tembakan. Sebutir peluru tepat mengenai kepala & dua butir menembus dadanya. Akibat tembakan tersebut, Rhoma  diperkirakan meninggal dunia di TKP. SUMBER: https://vt.tiktok.com/ZSYLG81gA  / https://archive.md/VVCKQ",TRUE
1380,Rumah Sakit Madi Paniai Ditutup TNI,"Info Paniai News Pada Hari Ini Minggu, Tanggal 26 Mei 2026 Jam, 07.23 WIT TNI usir Dengan paksa pasien rumah sakit kabupaten Paniai dan IGD saat ini telah ditutup Oleh TNI POLRI Pasien semua pulang paksa pasien sakit ada yang cari Rumah Sakit Deiyai,Dogiyai, & Nabire Poto TNI tutup IGD Demikian informasi sementara pgi ini.",TRUE
1381,"Jokowi Diusir Warga Bali, Acara Dibubarkan Paksa"," BALI BANJIR DARAH !! MEMALUKAN JOKOWI DIUSIR WARGA BALI, ACARA DIBUBARKAN PAKSA",TRUE
1382,Video Sule Mempromosikan Judi Online,"REKOMENDASI DARI KANG SULE GARANSI 100% Narasi dalam video: Izin bertanya kang Sule, apa tujuan anda untuk membuka situs legal ini? Tujuan utama saya untuk membuat permainan ini lebih menyenangkan dan nggak sedot WC. Situs ACC4D sudah diregulasi bursa saham Indonesia dan merupakan situs online yang legal pertama di Indonesia. Apa keuntungan bermain di situs legal ini kang Sule? Keuntungan bermain di situs legal ACC4D pastinya pertama kamu gak akan ditangkap polisi, kedua dengan lima manual speed cepat 30 auto turbo, 70 auto turbo DC on, pasti pecah kali 5000 gak sampai 10 menit bermain. Jika tidak pecah kali 5000 dalam 10 menit gimana kang? Jika tidak pecah perkalian 5000 dalam 10 menit sebagai garansi seluruh modal akan dikembalikan. Wah tidak ada ruginya dong bermain di situs kang Sule. Iya bener, rugi berapapun saya kembalikan. Bagi yang mau main cari saja di Google ACC4D.",TRUE
1383,Video Nenek Berumur 230 Tahun Jadi yang Tertua di Dunia,NENEK BERUMUR RATUSAN TAHUN YANG MASIH HIDUP DAN MENJADI TERTUA DIDUNIA. 230 TAHUN HIDUP DIZAMAN APA KERAJAAN MATARAM KAH..??,TRUE
1384,Video Detik-detik Ibunya Jailyn Disuntik Mati”,DETIK-DETIK IBUNYA JAILYIN YANG DI SUNTIK MATI.. MASIH INGAT IBU YANG MENINGGALKAN ANAK 10 HARI AKHIRNYA DI SUNTIK MATI !!?,TRUE
1385,"Timnas Israel Didiskualifikasi dari Olimpiade Paris 2024, Indonesia Menggantikannya","Timnas Isra*l di diskualifikasi dari olimpiade paris 2024, timnas indonesia di tunjuk untuk menggantikannya",TRUE
1386,Foto Mayat Kelompok Teroris Hamas yang Melawan Israel,"Bravo Israel     Mayat mayat kelompok teroris Hamas di Palestina, siapapun yang berani coba-coba melawan Israel pasti jadi mayat",TRUE
1387,"Prabowo Terang-terangan Batalkan IKN
",J0K0WI PUCAT TOTAL‼️PRABOWO TERANG-TERANGAN BATALKAN PROYEK IKN ,TRUE
1388,Sri Mulyani Mengamuk ke Bea Cukai Masalah Celana Dalam,"Bu sri mulyani ngamuk nah luuh 🤣🤣 TEGURAN KERAS RESPON SRI MULYANI VIRAL SEPATU BEA CUKAI Rekaman suara: Celana dalam itu ambil aja, saya katakan sama bea cukai ikhlaskan saja celana dalamnya. Saya nggak ngerti ada bukti-buktinya semuanya, jadi ini bea cukai tadi saya sudah meminta.",TRUE
1389,"Akun Tiktok Tiruan Jusuf Hamka @prof.hj.jusufhamka
",🎁 DAFTARKAN DIRI ANDA SEKARANG 🎁 Silahkan hubungi WhatsApp admin disini. 👇👇,TRUE
